"v / cm^-1","I_Norm / AU"
"-332.34615","1.09746038847e-06"
"-331.84615","1.09941992171e-06"
"-331.34615","1.10138624775e-06"
"-330.84615","1.10335940003e-06"
"-330.34615","1.10533941218e-06"
"-329.84615","1.10732631806e-06"
"-329.34615","1.10932015173e-06"
"-328.84615","1.11132094747e-06"
"-328.34615","1.11332873977e-06"
"-327.84615","1.11534356334e-06"
"-327.34615","1.11736545313e-06"
"-326.84615","1.11939444428e-06"
"-326.34615","1.12143057217e-06"
"-325.84615","1.12347387241e-06"
"-325.34615","1.12552438083e-06"
"-324.84615","1.12758213349e-06"
"-324.34615","1.12964716667e-06"
"-323.84615","1.1317195169e-06"
"-323.34615","1.13379922094e-06"
"-322.84615","1.13588631577e-06"
"-322.34615","1.13798083862e-06"
"-321.84615","1.14008282697e-06"
"-321.34615","1.14219231852e-06"
"-320.84615","1.14430935123e-06"
"-320.34615","1.14643396329e-06"
"-319.84615","1.14856619315e-06"
"-319.34615","1.15070607951e-06"
"-318.84615","1.15285366131e-06"
"-318.34615","1.15500897774e-06"
"-317.84615","1.15717206827e-06"
"-317.34615","1.1593429726e-06"
"-316.84615","1.1615217307e-06"
"-316.34615","1.1637083828e-06"
"-315.84615","1.1659029694e-06"
"-315.34615","1.16810553126e-06"
"-314.84615","1.17031610939e-06"
"-314.34615","1.1725347451e-06"
"-313.84615","1.17476147996e-06"
"-313.34615","1.1769963558e-06"
"-312.84615","1.17923941474e-06"
"-312.34615","1.18149069919e-06"
"-311.84615","1.1837502518e-06"
"-311.34615","1.18601811555e-06"
"-310.84615","1.18829433367e-06"
"-310.34615","1.19057894969e-06"
"-309.84615","1.19287200745e-06"
"-309.34615","1.19517355104e-06"
"-308.84615","1.19748362488e-06"
"-308.34615","1.19980227367e-06"
"-307.84615","1.2021295424e-06"
"-307.34615","1.20446547639e-06"
"-306.84615","1.20681012125e-06"
"-306.34615","1.20916352288e-06"
"-305.84615","1.21152572751e-06"
"-305.34615","1.21389678168e-06"
"-304.84615","1.21627673223e-06"
"-304.34615","1.21866562633e-06"
"-303.84615","1.22106351147e-06"
"-303.34615","1.22347043545e-06"
"-302.84615","1.2258864464e-06"
"-302.34615","1.22831159278e-06"
"-301.84615","1.23074592338e-06"
"-301.34615","1.23318948731e-06"
"-300.84615","1.23564233405e-06"
"-300.34615","1.23810451337e-06"
"-299.84615","1.24057607542e-06"
"-299.34615","1.24305707068e-06"
"-298.84615","1.24554754997e-06"
"-298.34615","1.24804756446e-06"
"-297.84615","1.25055716569e-06"
"-297.34615","1.25307640554e-06"
"-296.84615","1.25560533624e-06"
"-296.34615","1.25814401041e-06"
"-295.84615","1.26069248101e-06"
"-295.34615","1.26325080138e-06"
"-294.84615","1.26581902522e-06"
"-294.34615","1.26839720662e-06"
"-293.84615","1.27098540002e-06"
"-293.34615","1.27358366027e-06"
"-292.84615","1.27619204259e-06"
"-292.34615","1.27881060258e-06"
"-291.84615","1.28143939625e-06"
"-291.34615","1.28407847998e-06"
"-290.84615","1.28672791055e-06"
"-290.34615","1.28938774516e-06"
"-289.84615","1.2920580414e-06"
"-289.34615","1.29473885726e-06"
"-288.84615","1.29743025116e-06"
"-288.34615","1.30013228191e-06"
"-287.84615","1.30284500875e-06"
"-287.34615","1.30556849134e-06"
"-286.84615","1.30830278977e-06"
"-286.34615","1.31104796456e-06"
"-285.84615","1.31380407664e-06"
"-285.34615","1.3165711874e-06"
"-284.84615","1.31934935866e-06"
"-284.34615","1.32213865269e-06"
"-283.84615","1.32493913219e-06"
"-283.34615","1.32775086034e-06"
"-282.84615","1.33057390074e-06"
"-282.34615","1.33340831749e-06"
"-281.84615","1.33625417511e-06"
"-281.34615","1.33911153863e-06"
"-280.84615","1.34198047351e-06"
"-280.34615","1.34486104572e-06"
"-279.84615","1.34775332168e-06"
"-279.34615","1.35065736833e-06"
"-278.84615","1.35357325307e-06"
"-278.34615","1.3565010438e-06"
"-277.84615","1.35944080891e-06"
"-277.34615","1.36239261732e-06"
"-276.84615","1.36535653841e-06"
"-276.34615","1.36833264212e-06"
"-275.84615","1.37132099886e-06"
"-275.34615","1.3743216796e-06"
"-274.84615","1.37733475581e-06"
"-274.34615","1.38036029948e-06"
"-273.84615","1.38339838317e-06"
"-273.34615","1.38644907994e-06"
"-272.84615","1.38951246343e-06"
"-272.34615","1.39258860778e-06"
"-271.84615","1.39567758774e-06"
"-271.34615","1.39877947858e-06"
"-270.84615","1.40189435614e-06"
"-270.34615","1.40502229684e-06"
"-269.84615","1.40816337766e-06"
"-269.34615","1.41131767618e-06"
"-268.84615","1.41448527054e-06"
"-268.34615","1.41766623948e-06"
"-267.84615","1.42086066233e-06"
"-267.34615","1.42406861905e-06"
"-266.84615","1.42729019015e-06"
"-266.34615","1.43052545681e-06"
